fxdj,gmbz,cplx,xsjz,xsqs,tzfw,cpmc,tzqx,sylx,fxyh,fxdq,yqsy,kfsh,qsje
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,鼎鼎成金14846号理财计划-成都分行销售,50,4.30％,招商银行,,2016-06-23,,
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,美元鼎鼎成金0382号理财计划,,2.85％,招商银行,,2018-05-03,,
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,金葵花增利系列221号理财计划,,,招商银行,,2016-07-26,,
固定收益型,网点,,2016-04-27 10:00,招银进宝系列,,债券积极套利45号理财计划,,,招商银行,,2017-05-04,,
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,美元鼎鼎成金0412号理财计划,,2.10％,招商银行,,2017-05-04,,
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,金葵花增利系列218号理财计划,,,招商银行,,2016-07-12,,
固定收益型,网上，手机，PAD，网点,,2016-04-28 10:00,招银进宝系列,,鼎鼎成金14767号理财计划-苏州分行销售,98,4.30％,招商银行,,2016-08-10,,
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,鼎鼎成金14992号理财计划-长沙分行销售,51,4.15％,招商银行,,2016-06-24,,
固定收益型,网上，手机，PAD，网点,,2016-04-28 10:00,招银进宝系列,,鼎鼎成金16005号理财计划-南宁分行销售,223,4.50％,招商银行,,2016-12-19,,
固定收益型,网上，手机，PAD，网点,,2016-04-28 10:00,招银进宝系列,,鼎鼎成金14993号理财计划-长沙分行销售,33,4.10％,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2016-04-28 10:00,招银进宝系列,,鼎鼎成金16004号理财计划-南宁分行销售,205,4.45％,招商银行,,2016-12-01,,
固定收益型,网上，手机，PAD，网点,,2016-04-28 10:00,招银进宝系列,,鼎鼎成金14994号理财计划-长沙分行销售,39,4.10％,招商银行,,2016-06-14,,
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,金葵花增利系列219号理财计划,,,招商银行,,2016-07-19,,
固定收益型,网上，手机，PAD，网点,,2016-04-28 10:00,招银进宝系列,,鼎鼎成金960102号理财计划,,2.2%,招商银行,,2017-05-04,,
固定收益型,网上，手机，PAD，网点,,2016-04-28 10:00,招银进宝系列,,鼎鼎成金16027号理财计划-南京分行销售,40,4.20％,招商银行,,2016-06-14,,
固定收益型,网上，手机，PAD，网点,,2016-04-28 10:00,招银进宝系列,,私人增利系列91号理财计划,,4.1%,招商银行,,2016-06-08,,
固定收益型,网上，手机，PAD，网点,,2016-04-28 10:00,招银进宝系列,,私人增利系列93号理财计划,,4.3%,招商银行,,2016-10-25,,
固定收益型,网上，手机，PAD，网点,,2016-04-29 10:00,招银进宝系列,,私人增利系列94号理财计划,,4.25%,招商银行,,2016-07-21,,
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,金葵花增利系列217号理财计划,,,招商银行,,2016-07-05,,
固定收益型,网上，手机，PAD，网点,,2016-04-29 10:00,招银进宝系列,,金葵花增利系列222号理财计划,,,招商银行,,2016-07-15,,
固定收益型,网上，手机，PAD，网点,,2016-04-29 10:00,招银进宝系列,,金葵花增利系列224号理财计划,,,招商银行,,2016-10-14,,
固定收益型,网上，手机，PAD，网点,,2016-04-29 10:00,招银进宝系列,,金葵花增利系列223号理财计划,,,招商银行,,2016-07-22,,
固定收益型,网上，手机，PAD，网点,,2016-04-29 10:00,招银进宝系列,,金葵花增利系列225号理财计划,,,招商银行,,2016-10-21,,
固定收益型,网上，手机，PAD，网点,,2016-04-29 10:00,招银进宝系列,,金葵花增利系列200000号理财计划-武汉分行销售,51,4.20%,招商银行,,2016-07-01,,
固定收益型,网上，手机，PAD，网点,,2016-04-29 10:00,招银进宝系列,,鼎鼎成金14977号理财计划-杭州分行销售,89,4.30％,招商银行,,2016-08-03,,
固定收益型,网上，手机，PAD，网点,,2016-05-03 10:00,招银进宝系列,,鼎鼎成金14718号理财计划-深圳分行销售,81,4.30％,招商银行,,2016-07-29,,
固定收益型,网上，手机，PAD，网点,,2016-05-03 10:00,招银进宝系列,,鼎鼎成金14951号理财计划-天津、深圳分行销售,144,4.30％,招商银行,,2016-09-30,,
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,鼎鼎成金14879号理财计划-杭州分行销售,79,4.30％,招商银行,,2016-07-22,,
浮动收益型,网上，手机，PAD，网点,,2016-05-10 10:00,焦点联动系列,,股票指数表现联动（沪深300指数向上触碰型）非保本理财计划,,,招商银行,,2016-09-08,,
浮动收益型,网上，手机，PAD，网点,,2016-05-10 10:00,焦点联动系列,,黄金（AU9999）表现联动（黄金（AU9999）期间双向触碰型）非保本理财计划,,,招商银行,,2016-09-07,,
固定收益型,网上，手机，PAD，网点,,2016-05-10 10:00,招银进宝系列,,鼎鼎成金14952号理财计划-大连分行销售,32,4.30％,招商银行,,2016-06-17,,
固定收益型,网上，手机，PAD，网点,,2016-05-11 10:00,招银进宝系列,,鼎鼎成金14824号理财计划-广州分行销售,105,4.40％,招商银行,,2016-08-30,,
固定收益型,网上，手机，PAD，网点,,2016-05-11 10:00,招银进宝系列,,葵花增利系列200097号理财计划-杭州分行销售,86,4.3%,招商银行,,2016-08-12,,
固定收益型,网上，手机，PAD，网点,,2016-05-11 10:00,招银进宝系列,,金葵花增利系列200080号理财计划-上海分行销售,147,4.20%,招商银行,,2016-10-13,,
固定收益型,网上，手机，PAD，网点,,2016-05-11 10:00,招银进宝系列,,美元鼎鼎成金0384号理财计划,,2.45％,招商银行,,2017-11-16,,
固定收益型,网上，手机，PAD，网点,,2016-05-11 10:00,招银进宝系列,,金葵花增利系列200010号理财计划-深圳分行销售,80,4.25%,招商银行,,2016-08-05,,
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,鼎鼎成金14717号理财计划-深圳分行销售,80,4.30％,招商银行,,2016-07-22,,
固定收益型,网上，手机，PAD，网点,,2016-05-11 10:00,招银进宝系列,,美元鼎鼎成金0414号理财计划,,2.10％,招商银行,,2017-05-18,,
固定收益型,网上，手机，PAD，网点,,2016-05-12 10:00,招银进宝系列,,鼎鼎成金960104号理财计划,,2.2%,招商银行,,2017-05-18,,
固定收益型,网上，手机，PAD，网点,,2016-05-12 10:00,招银进宝系列,,私人增利系列100号理财计划,,4.1%,招商银行,,2016-07-27,,
固定收益型,网上，手机，PAD，网点,,2016-05-12 10:00,招银进宝系列,,私人增利系列99号理财计划,,4.05%,招商银行,,2016-06-22,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,鼎鼎成金14939号理财计划-天津、深圳分行销售,49,4.20％,招商银行,,2016-07-08,,
固定收益型,网上，手机，PAD，网点,,2016-05-12 10:00,招银进宝系列,,鼎鼎成金14847号理财计划-成都分行销售,49,4.20％,招商银行,,2016-07-06,,
固定收益型,网上，手机，PAD，网点,,2016-04-27 10:00,招银进宝系列,,鼎鼎成金14845号理财计划-成都分行销售,34,4.20％,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2016-05-12 10:00,招银进宝系列,,鼎鼎成金14764号理财计划-苏州、重庆分行销售,65,4.30％,招商银行,,2016-07-21,,
固定收益型,网上，手机，PAD，网点,,2016-05-10 10:00,招银进宝系列,,鼎鼎成金13991号理财计划-西安分行销售,84,4.05％,招商银行,,2016-08-10,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列200087号理财计划-长沙分行销售,50,4.10%,招商银行,,2016-07-08,,
固定收益型,网上，手机，PAD，网点,,2016-05-12 10:00,招银进宝系列,,金葵花增利系列200085号理财计划-长沙分行销售,32,4.00%,招商银行,,2016-06-17,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列200086号理财计划-长沙分行销售,32,4.00%,招商银行,,2016-06-20,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列200072号理财计划-厦门分行销售,61,4.2%,招商银行,,2016-07-19,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列200035号理财计划-上海分行销售,180,4.30%,招商银行,,2016-11-16,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,葵花增利系列200098号理财计划-杭州分行销售,89,4.3%,招商银行,,2016-08-17,,
固定收益型,网上，手机，PAD，网点,,2016-05-11 10:00,招银进宝系列,,金葵花增利系列200113号理财计划-宁波分行销售,183,4.35%,招商银行,,2016-11-16,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列235号理财计划,,,招商银行,,2016-10-21,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列200011号理财计划-深圳分行销售,79,4.30%,招商银行,,2016-08-05,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列233号理财计划,,,招商银行,,2016-07-22,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列232号理财计划,,,招商银行,,2016-08-12,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列234号理财计划,,,招商银行,,2016-08-05,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列236号理财计划,,,招商银行,,2016-11-04,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列200045号理财计划-武汉分行销售,182,4.65%,招商银行,,2016-11-18,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列229号理财计划,,,招商银行,,2016-07-22,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,私人增利系列102号理财计划,,4.2%,招商银行,,2016-08-11,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,金葵花增利系列230号理财计划,,,招商银行,,2016-07-26,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,鼎鼎成金16077号理财计划-太原分行销售,112,4.30％,招商银行,,2016-09-09,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,鼎鼎成金16030号理财计划-南京分行销售,33,4.20％,招商银行,,2016-06-21,,
固定收益型,网上，手机，PAD，网点,,2016-05-16 09:00,招银进宝系列,,鼎鼎成金901754号理财计划-佛山分行销售,,4.4%,招商银行,,2016-08-18,,
固定收益型,网上，手机，PAD，网点,,2016-05-13 10:00,招银进宝系列,,私人增利系列101号理财计划,,4.25%,招商银行,,2016-11-03,,
固定收益型,网上，手机，PAD，网点,,2016-05-25 10:00,招银进宝系列,,金葵花增利系列200099号理财计划-杭州分行销售,,4.1%,招商银行,,2016-08-24,,
固定收益型,网上，手机，PAD，网点,,2016-05-25 10:00,招银进宝系列,,金葵花增利系列200141号理财计划-厦门分行销售,,4.2%,招商银行,,2016-11-02,,
固定收益型,网上，手机，PAD，网点,,2016-05-16 10:00,招银进宝系列,,金葵花增利系列237号理财计划-长沙分行销售,32,4.10%,招商银行,,2016-06-24,,
固定收益型,网上，手机，PAD，网点,,2016-05-25 10:00,招银进宝系列,,金葵花增利系列200165号理财计划-深圳分行销售,,4.15%,招商银行,,2016-08-19,,
固定收益型,网上，手机，PAD，网点,,2016-05-25 10:00,招银进宝系列,,金葵花增利系列248号理财计划,,,招商银行,,2016-08-24,,
固定收益型,网上，手机，PAD，网点,,2016-05-26 10:00,招银进宝系列,,鼎鼎成金960106号理财计划,,2.15%,招商银行,,2017-06-01,,
固定收益型,网点,,2016-05-27 10:00,招银进宝系列,,债券积极套利46号理财计划,,,招商银行,,2017-06-02,,
固定收益型,网上，手机，PAD，网点,,2016-05-25 10:00,招银进宝系列,,金葵花增利系列247号理财计划,,,招商银行,,2016-08-10,,
固定收益型,网上，手机，PAD，网点,,2016-05-25 10:00,招银进宝系列,,鼎鼎成金14999号理财计划-南宁分行销售,,4.15％,招商银行,,2016-10-21,,
固定收益型,网上，手机，PAD，网点,,2016-05-26 10:00,招银进宝系列,,私人增利系列108号理财计划,,4%,招商银行,,2016-07-13,,
固定收益型,网上，手机，PAD，网点,,2016-05-26 10:00,招银进宝系列,,私人增利系列110号理财计划,,4.1%,招商银行,,2016-08-24,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,私人增利系列111号理财计划,,4.2%,招商银行,,2016-11-17,,
固定收益型,网上，手机，PAD，网点,,2016-05-26 10:00,招银进宝系列,,私人增利系列109号理财计划,,4.05%,招商银行,,2016-08-03,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,私人增利系列112号理财计划,,4.15%,招商银行,,2016-09-01,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,鼎鼎成金16008号理财计划-南宁分行销售,,4.25％,招商银行,,2016-12-05,,
固定收益型,网上，手机，PAD，网点,,2016-05-25 10:00,招银进宝系列,,金葵花增利系列246号理财计划,,,招商银行,,2016-08-03,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,鼎鼎成金14940号理财计划-天津、深圳分行销售,,4.10％,招商银行,,2016-09-02,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,金葵花增利系列252号理财计划,,,招商银行,,2016-11-18,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,金葵花增利系列251号理财计划,,,招商银行,,2016-11-04,,
固定收益型,网上，手机，网点,,2016-05-27 10:00,招银进宝系列,,鼎鼎成金14980号理财计划-杭州分行销售,,4.10％,招商银行,,2016-09-09,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,金葵花增利系列200172号理财计划-上海分行销售,182,4.20%,招商银行,,2016-12-01,,
固定收益型,网上，手机，PAD，网点,,2016-05-30 10:00,招银进宝系列,,金葵花增利系列200110号理财计划-宁波分行销售,,4.15%,招商银行,,2016-09-06,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,金葵花增利系列249号理财计划,,,招商银行,,2016-08-05,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,金葵花增利系列200166号理财计划-深圳分行销售,,4.00%,招商银行,,2016-07-08,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,金葵花增利系列200174号理财计划-上海、长沙分行销售,175,4.20%,招商银行,,2016-11-22,,
固定收益型,网上，手机，PAD，网点,,2016-06-01 10:00,招银进宝系列,,金葵花增利系列200135号理财计划-厦门分行销售,90,4.1%,招商银行,,2016-09-05,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,金葵花增利系列200089号理财计划-长沙分行销售,,3.90%,招商银行,,2016-07-14,,
固定收益型,网上，手机，PAD，网点,,2016-06-01 10:00,招银进宝系列,,金葵花增利系列258号,,,招商银行,,2016-09-06,,
固定收益型,网上，手机，PAD，网点,,2016-05-27 10:00,招银进宝系列,,金葵花增利系列250号理财计划,,,招商银行,,2016-08-19,,
固定收益型,网上，手机，PAD，网点,,2016-06-01 10:00,招银进宝系列,,金葵花增利系列200091号理财计划-长沙分行销售,,3.9%,招商银行,,2016-07-11,,
固定收益型,网上，手机，PAD，网点,,2016-06-01 10:00,招银进宝系列,,金葵花增利系列256号,,,招商银行,,2016-08-12,,
固定收益型,网上，手机，PAD，网点,,2016-06-01 10:00,招银进宝系列,,金葵花增利系列255号,,,招商银行,,2016-08-09,,
固定收益型,网上，手机，PAD，网点,,2016-06-01 10:00,招银进宝系列,,鼎鼎成金14981号理财计划-杭州分行销售,98,4.05％,招商银行,,2016-09-14,,
固定收益型,网上，手机，PAD，网点,,2016-06-01 10:00,招银进宝系列,,鼎鼎成金14905号理财计划-广州分行销售,42,4.10％,招商银行,,2016-07-19,,
固定收益型,网上，手机，PAD，网点,,2016-06-02 10:00,招银进宝系列,,鼎鼎成金960107号理财计划,,2.15%,招商银行,,2017-06-08,,
固定收益型,网上，手机，PAD，网点,,2016-06-02 10:00,招银进宝系列,,私人增利系列114号理财计划,,3.95%,招商银行,,2016-08-10,,
固定收益型,网上，手机，PAD，网点,,2016-06-01 10:00,招银进宝系列,,鼎鼎成金14906号理财计划-广州分行销售,63,4.10％,招商银行,,2016-08-09,,
固定收益型,网上，手机，PAD，网点,,2016-06-02 10:00,招银进宝系列,,私人增利系列115号理财计划,,4%,招商银行,,2016-09-01,,
固定收益型,网上，手机，PAD，网点,,2016-06-02 10:00,招银进宝系列,,鼎鼎成金16067号理财计划-大连分行销售,73,4.10％,招商银行,,2016-08-19,,
浮动收益型,网上，手机，PAD，网点,,2016-06-07 10:00,A009 结构性存款系列,,挂钩黄金两层区间十二个月结构性存款,,,招商银行,,2017-06-08,,
浮动收益型,网上，手机，PAD，网点,,2016-06-07 10:00,A009 结构性存款系列,,挂钩黄金两层区间三个月结构性存款,,,招商银行,,2016-09-08,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,鼎鼎成金16083号理财计划-成都分行销售,86,4.10％,招商银行,,2016-09-08,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,鼎鼎成金16082号理财计划-成都分行销售,41,4.00％,招商银行,,2016-07-25,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,鼎鼎成金16003号理财计划-南宁分行销售,171,4.15％,招商银行,,2016-12-05,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,鼎鼎成金14941号理财计划-天津、深圳分行销售,90,4.05％,招商银行,,2016-09-14,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,鼎鼎成金14773号理财计划-苏州分行销售,126,4.00％,招商银行,,2016-10-20,,
固定收益型,网上，手机，PAD，网点,,2016-06-02 10:00,招银进宝系列,,私人增利系列113号理财计划,,3.9%,招商银行,,2016-07-13,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,金葵花增利系列200239号理财计划-深圳分行销售,162,4.10%,招商银行,,2016-11-25,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,鼎鼎成金16069号理财计划-大连分行销售,33,4.00％,招商银行,,2016-07-20,,
固定收益型,网上，手机，PAD，网点,,2016-06-03 10:00,招银进宝系列,,鼎鼎成金14997号理财计划-南宁分行销售,63,3.95％,招商银行,,2016-08-16,,
固定收益型,网上，手机，PAD，网点,,2016-06-07 10:00,招银进宝系列,,金葵花增利系列200092号理财计划-长沙分行销售,38,3.9%,招商银行,,2016-07-22,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,金葵花增利系列200184号理财计划-南宁分行销售,115,4.05%,招商银行,,2016-10-10,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,金葵花增利系列200180号理财计划-南宁分行销售,63,3.95%,招商银行,,2016-08-19,,
浮动收益型,网上，手机，PAD，网点,,2016-06-07 10:00,A009 结构性存款系列,,挂钩黄金两层区间六个月结构性存款,,,招商银行,,2016-12-08,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,金葵花增利系列200230号理财计划-深圳分行销售,72,4.00%,招商银行,,2016-08-26,,
固定收益型,网上，手机，PAD，网点,,2016-06-09 10:00,招银进宝系列,,鼎鼎成金14779号理财计划-苏州分行销售,255,4.20％,招商银行,,2017-03-02,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,金葵花增利系列1200064号理财计划-大连分行销售,99,4.1%,招商银行,,2016-09-23,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,金葵花增利系列200176号理财计划-上海分行销售,142,4.05%,招商银行,,2016-11-04,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,金葵花增利系列200136号理财计划-厦门分行销售,62,3.95%,招商银行,,2016-08-16,,
固定收益型,网上，手机，PAD，网点,,2016-06-13 10:00,招银进宝系列,,鼎鼎成金14912号理财计划-广州分行销售,59,4.10％,招商银行,,2016-08-15,,
固定收益型,网上，手机，PAD，网点,,2016-06-15 10:00,招银进宝系列,,金葵花增利系列1200061号理财计划-大连分行销售,42,4.0%,招商银行,,2016-08-04,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,金葵花增利系列200027号理财计划-南京分行销售,183,4.15%,招商银行,,2016-12-13,,
固定收益型,网上，手机，PAD，网点,,2016-06-20 10:00,招银进宝系列,,金葵花增利系列1200062号理财计划-大连分行销售,66,4.0%,招商银行,,2016-09-02,,
固定收益型,网上，手机，PAD，网点,,2015-12-04 10:00,招银进宝系列,,澳元鼎鼎成金0167号理财计划,,2.75％,招商银行,,2016-06-09,,
固定收益型,网上，手机，PAD，网点,,2015-12-03 10:00,招银进宝系列,,鼎鼎成金14299号理财计划-苏州分行销售,180,5.00％,招商银行,,2016-06-07,,
固定收益型,网上，手机，PAD，网点,,2015-12-10 10:00,招银进宝系列,,鼎鼎成金14300号理财计划-苏州分行销售,172,5.00％,招商银行,,2016-06-07,,
浮动收益型,网上，手机，PAD，网点,,2015-12-08 10:00,A009 结构性存款系列,,黄金两层区间十二个月结构性存款,,,招商银行,,2016-12-09,,
固定收益型,网上，手机，PAD，网点,,2016-01-27 10:00,招银进宝系列,,美元鼎鼎成金0217号理财计划,,1.75％,招商银行,,2016-08-04,,
固定收益型,网上，手机，PAD，网点,,2016-05-06 10:00,招银进宝系列,,金葵花增利系列200096号理财计划-杭州分行销售,89,4.3%,招商银行,,2016-08-10,,
固定收益型,网上，手机，PAD，网点,,2016-05-06 10:00,招银进宝系列,,金葵花增利系列200071号理财计划-厦门分行销售,62,4.2%,招商银行,,2016-07-11,,
固定收益型,网上，手机，PAD，网点,,2016-04-08 10:00,招银进宝系列,,鼎鼎成金14902号理财计划-广州分行销售,,4.50％,招商银行,,2016-07-12,,
固定收益型,网上，手机，PAD，网点,,2016-05-31 10:00,招银进宝系列,,港币鼎鼎成金0822号理财计划,,1.40％,招商银行,,2016-12-08,,
固定收益型,网上，手机，PAD，网点,,2016-05-20 10:00,招银进宝系列,,鼎鼎成金14933号理财计划-沈阳分行销售,174,4.40％,招商银行,,2016-11-17,,
浮动收益型,网上,,2012-07-24 00:00,招银进宝系列,,招商银行招银进宝系列之朝招金（多元进取型）理财计划（代码：8197）,,,招商银行,,2020-08-01,,
固定收益型,网上，手机，PAD，网点,,2016-03-02 10:00,招银进宝系列,,美元鼎鼎成金0264号理财计划,,1.60％,招商银行,,2016-09-08,,
固定收益型,网上，手机，PAD，网点,,2016-05-31 10:00,招银进宝系列,,鼎鼎成金14849号理财计划-成都分行销售,,4.10％,招商银行,,2016-07-14,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,金葵花增利系列200046号理财计划-武汉分行销售,115,4.00%,招商银行,,2016-10-10,,
固定收益型,网上，手机，PAD，网点,,2016-05-31 10:00,招银进宝系列,,鼎鼎成金16078号理财计划-无锡分行销售,,4.20％,招商银行,,2016-11-09,,
固定收益型,网上，手机，PAD，网点,,2016-06-08 10:00,招银进宝系列,,美元鼎鼎成金0388号理财计划,,2.40%,招商银行,,2017-12-14,,
